Code,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_bigfirm,IR_smallfirm,IR_firm,IR_House,IR_saving,IR_gen_credit,USB_10,LeadingCI,LaggingCI,vkospi,EPU,MP,FiscalP,TradeP,FXP,COFIX_new
11.Jun,115.9370 ,116.1080 ,86.3340 ,92.6800 ,90.8630 ,81.5400 ,103.5600 ,106.0990 ,82.9770 ,98.4130 ,97.3320 ,82.3890 ,97.8910 ,97.3350 ,82.3890 ,114.1670 ,107.8640 ,97.9220 ,97.3350 ,82.4500 ,96.1520 ,96.9070 ,3.3000 ,25900.0000 ,25053.0000 ,576.0000 ,220.0000 ,44.0000 ,51.0000 ,82.4000 ,82.0000 ,82.2000 ,91.0000 ,103.0000 ,90.0000 ,91.0000 ,91.0000 ,98.4130 ,98.1650 ,92.3000 ,93.6000 ,75055.7000 ,36341.8000 ,38714.0000 ,420951.0000 ,1697684.4000 ,3.5300 ,3.6900 ,3.4900 ,3.6500 ,3.9200 ,4.2400 ,4.4000 ,3.2500 ,10.4400 ,1081.2700 ,1342.8100 ,1555.3800 ,1754.4700 ,1106.5300 ,1285.4700 ,89.6700 ,80.9610 ,83.7500 ,86.4220 ,93.2900 ,106.5870 ,92.1610 ,87.9950 ,159.9500 ,115.1800 ,97.9100 ,121.6100 ,123.6600 ,198.6300 ,203.5100 ,133.8700 ,123.5100 ,126.4600 ,118.9300 ,2100.6900 ,479.5500 ,4.0000 ,96.2900 ,0.7500 ,224.8060 ,5.5100 ,6.0400 ,5.8700 ,4.8700 ,5.3900 ,7.5300 ,3.0000 ,86.6000 ,87.9000 ,19.2400 ,92.7525 ,111.8203 ,113.7432 ,69.3026 ,44.8048 ,3.7000 
11.Jul,116.5340 ,116.8650 ,86.4790 ,92.7710 ,91.8870 ,81.5070 ,102.9680 ,105.6780 ,82.5460 ,98.4780 ,97.5160 ,82.2400 ,98.2430 ,97.6100 ,82.2400 ,108.9240 ,100.0970 ,98.2320 ,97.6100 ,82.3010 ,97.3200 ,96.4390 ,3.3000 ,25780.0000 ,24933.0000 ,573.0000 ,224.0000 ,47.0000 ,50.0000 ,82.7000 ,82.0000 ,82.9000 ,87.0000 ,101.0000 ,89.0000 ,90.0000 ,90.0000 ,98.4780 ,86.4800 ,93.0000 ,86.5000 ,75373.6000 ,36573.8000 ,38799.9000 ,418965.9000 ,1705385.6000 ,3.5900 ,3.7400 ,3.5900 ,3.7700 ,3.9800 ,4.2300 ,4.4800 ,3.2500 ,10.4700 ,1059.5000 ,1333.3600 ,1515.3700 ,1709.8000 ,1108.2500 ,1285.8800 ,90.1020 ,82.4840 ,84.1560 ,86.4220 ,93.3810 ,107.8920 ,92.1610 ,87.9950 ,158.9300 ,114.3400 ,98.2600 ,120.7400 ,118.0200 ,196.4800 ,204.0500 ,137.9200 ,121.2900 ,117.7400 ,116.6600 ,2133.2100 ,536.0500 ,4.0000 ,97.1900 ,0.6400 ,225.3950 ,5.6700 ,6.0900 ,5.9700 ,4.9000 ,5.4300 ,7.7900 ,3.0000 ,86.7000 ,88.3000 ,21.0000 ,89.6967 ,87.9290 ,109.5688 ,59.4646 ,66.1605 ,3.8000 
11.Aug,118.0910 ,116.9730 ,87.6530 ,93.0360 ,91.6310 ,83.3160 ,102.8780 ,105.9940 ,79.0160 ,98.1100 ,97.5160 ,82.9700 ,98.1810 ,97.6100 ,82.9700 ,101.3740 ,103.3980 ,98.1980 ,97.6100 ,83.0320 ,94.8590 ,94.4700 ,3.0000 ,25556.0000 ,24784.0000 ,495.0000 ,219.0000 ,55.0000 ,59.0000 ,83.2000 ,82.0000 ,83.8000 ,87.0000 ,97.0000 ,89.0000 ,90.0000 ,91.0000 ,98.1100 ,88.4580 ,93.6000 ,89.5000 ,76263.7000 ,37056.5000 ,39207.2000 ,426983.4000 ,1719535.1000 ,3.5900 ,3.7300 ,3.5000 ,3.5700 ,3.7300 ,3.9600 ,4.2900 ,3.2500 ,10.2700 ,1073.1700 ,1391.3500 ,1538.7300 ,1756.5800 ,1094.7600 ,1376.2700 ,90.7070 ,84.9970 ,84.2370 ,86.5050 ,93.5650 ,108.3940 ,92.2520 ,88.0800 ,158.5000 ,114.4000 ,98.9200 ,120.7300 ,120.5800 ,206.5800 ,197.6200 ,147.5300 ,121.9500 ,128.3800 ,117.4600 ,1880.1100 ,493.4400 ,4.3000 ,86.3300 ,0.4600 ,226.1060 ,5.5500 ,6.0700 ,5.7900 ,4.9700 ,5.4300 ,7.9600 ,2.3000 ,86.7000 ,88.6000 ,28.0500 ,141.6083 ,209.4356 ,274.2284 ,61.1642 ,254.4064 ,3.7700 
11.Sep,116.6680 ,116.3240 ,88.0200 ,93.6990 ,93.5950 ,84.6730 ,100.9780 ,104.3110 ,82.2820 ,98.6020 ,98.2520 ,84.3060 ,98.0620 ,98.2540 ,84.3060 ,129.2090 ,109.3200 ,98.0540 ,98.2540 ,84.3680 ,97.7290 ,97.9380 ,3.0000 ,25372.0000 ,24604.0000 ,492.0000 ,227.0000 ,46.0000 ,49.0000 ,83.6000 ,82.0000 ,84.7000 ,85.0000 ,99.0000 ,89.0000 ,89.0000 ,91.0000 ,98.6020 ,91.2120 ,92.5000 ,90.5000 ,77246.8000 ,37670.5000 ,39576.4000 ,428326.6000 ,1729897.0000 ,3.5800 ,3.7100 ,3.4100 ,3.4500 ,3.5600 ,3.7500 ,4.2400 ,3.2500 ,10.1800 ,1118.6100 ,1456.4800 ,1542.3800 ,1765.1200 ,1117.9000 ,1289.3000 ,90.6200 ,84.7680 ,84.2370 ,87.0040 ,93.6570 ,108.1930 ,92.2520 ,88.1650 ,165.1700 ,115.6300 ,99.1700 ,122.6100 ,124.5600 ,207.6400 ,207.6200 ,152.9900 ,125.9700 ,138.1500 ,120.8800 ,1769.6500 ,449.6600 ,4.3000 ,85.6100 ,0.3400 ,226.5970 ,5.4600 ,6.0400 ,5.8300 ,5.0000 ,5.4200 ,8.2700 ,1.9800 ,86.8000 ,88.8000 ,40.5600 ,122.2232 ,138.0124 ,192.9803 ,68.7005 ,208.4437 ,3.7000 
11.Oct,116.8040 ,115.5680 ,91.0520 ,94.3550 ,94.3640 ,85.6630 ,101.4190 ,101.2620 ,84.2630 ,99.5590 ,98.4360 ,85.9940 ,99.1780 ,98.3460 ,85.9940 ,101.0580 ,99.3200 ,99.1950 ,98.3460 ,86.0580 ,97.3250 ,100.4690 ,2.9000 ,25710.0000 ,24965.0000 ,477.0000 ,204.0000 ,62.0000 ,63.0000 ,83.9000 ,82.0000 ,85.3000 ,87.0000 ,99.0000 ,90.0000 ,89.0000 ,91.0000 ,99.5590 ,93.2070 ,92.9000 ,89.9000 ,77254.4000 ,37909.0000 ,39345.4000 ,427065.3000 ,1741703.8000 ,3.5800 ,3.7100 ,3.4600 ,3.4700 ,3.6000 ,3.8600 ,4.2900 ,3.2500 ,10.2200 ,1155.4500 ,1508.2200 ,1583.9500 ,1819.5100 ,1131.5400 ,1287.2200 ,90.4480 ,82.7880 ,83.8310 ,87.0040 ,93.6570 ,108.8950 ,92.3430 ,88.0800 ,168.4000 ,116.0500 ,99.5800 ,123.3700 ,124.9200 ,208.0300 ,210.2900 ,157.7000 ,127.2800 ,139.3100 ,122.3400 ,1909.0300 ,490.6900 ,4.3000 ,86.4100 ,0.4000 ,226.7500 ,5.5000 ,6.0100 ,5.8000 ,5.0100 ,5.4700 ,8.2200 ,2.1500 ,86.8000 ,89.0000 ,31.0200 ,105.7198 ,101.0189 ,133.1588 ,171.8755 ,154.6939 ,3.7100 
11.Nov,115.6900 ,113.6220 ,97.9670 ,93.4600 ,92.8270 ,86.8870 ,100.7100 ,100.6310 ,84.7140 ,97.7200 ,96.7800 ,87.3100 ,97.6920 ,97.0590 ,87.3100 ,104.6490 ,100.5830 ,97.7910 ,97.0590 ,87.3750 ,92.7240 ,91.0970 ,2.9000 ,25621.0000 ,24885.0000 ,480.0000 ,196.0000 ,57.0000 ,59.0000 ,84.2000 ,82.0000 ,86.1000 ,83.0000 ,95.0000 ,88.0000 ,86.0000 ,92.0000 ,97.7200 ,87.2770 ,92.6000 ,93.0000 ,78017.3000 ,38294.1000 ,39723.2000 ,427208.8000 ,1751343.0000 ,3.5600 ,3.7100 ,3.4200 ,3.3900 ,3.5300 ,3.8000 ,4.2400 ,3.2500 ,10.0900 ,1132.3100 ,1459.9600 ,1536.5900 ,1790.3800 ,1105.4300 ,1248.2700 ,90.5340 ,82.5600 ,86.0220 ,87.0870 ,93.6570 ,108.6950 ,92.4320 ,88.2510 ,167.4700 ,114.5600 ,99.3100 ,121.9400 ,118.7100 ,213.2100 ,214.9400 ,153.6600 ,124.0600 ,135.0300 ,119.1200 ,1847.5100 ,492.8100 ,4.2000 ,97.2100 ,0.3800 ,227.1690 ,5.5900 ,6.0100 ,5.8200 ,5.0100 ,5.4800 ,8.2700 ,2.0100 ,86.8000 ,89.3000 ,29.0400 ,116.1802 ,85.9163 ,168.3198 ,340.5604 ,85.8043 ,3.6900 
11.Dec,110.4670 ,111.1350 ,105.8770 ,91.4090 ,91.8020 ,87.5460 ,100.2590 ,101.9980 ,86.4960 ,95.8880 ,96.3200 ,89.7610 ,96.2300 ,96.0480 ,89.7610 ,105.7380 ,103.3010 ,96.2270 ,96.0480 ,89.8280 ,98.0810 ,102.2490 ,3.0000 ,25181.0000 ,24421.0000 ,505.0000 ,206.0000 ,47.0000 ,50.0000 ,84.3000 ,81.9000 ,86.5000 ,82.0000 ,94.0000 ,87.0000 ,86.0000 ,93.0000 ,95.8880 ,95.6850 ,91.6000 ,88.7000 ,77884.5000 ,38666.2000 ,39218.3000 ,429580.9000 ,1753606.2000 ,3.5500 ,3.7000 ,3.4000 ,3.3600 ,3.5100 ,3.8100 ,4.2400 ,3.2500 ,10.0400 ,1147.4500 ,1473.4300 ,1511.0000 ,1789.2400 ,1120.9900 ,1230.3700 ,90.8790 ,83.7790 ,86.0220 ,87.5030 ,93.7480 ,108.6950 ,92.5230 ,88.5900 ,166.6300 ,114.3500 ,99.8900 ,121.6700 ,114.9200 ,209.3700 ,213.3300 ,154.3900 ,124.8700 ,134.5700 ,119.0000 ,1825.7400 ,500.1800 ,4.1000 ,98.5700 ,0.4100 ,227.2230 ,5.4200 ,5.9900 ,5.7300 ,4.9500 ,5.3500 ,7.9000 ,1.9800 ,86.9000 ,89.6000 ,26.4000 ,108.8356 ,112.0667 ,130.0865 ,138.4295 ,94.1615 ,3.7700 
12.Jan,119.5530 ,120.4320 ,94.3710 ,92.9900 ,94.1930 ,86.3680 ,104.2660 ,104.6270 ,83.9560 ,97.9330 ,99.4480 ,86.9480 ,98.8990 ,99.2650 ,86.9480 ,106.1630 ,101.8450 ,98.8440 ,99.2650 ,87.0130 ,101.2880 ,102.6240 ,3.5000 ,24884.0000 ,24024.0000 ,592.0000 ,209.0000 ,57.0000 ,59.0000 ,84.5000 ,81.7000 ,87.0000 ,78.0000 ,89.0000 ,85.0000 ,85.0000 ,93.0000 ,97.9330 ,83.8390 ,92.9000 ,93.6000 ,79132.7000 ,39150.1000 ,39982.6000 ,431311.3000 ,1752796.0000 ,3.5500 ,3.6900 ,3.3900 ,3.3700 ,3.5000 ,3.8000 ,4.2400 ,3.2500 ,10.0400 ,1145.8500 ,1488.7400 ,1477.2300 ,1776.1500 ,1129.4100 ,1219.4800 ,91.2420 ,85.2870 ,85.9900 ,88.1680 ,94.8110 ,109.1360 ,92.7770 ,86.5840 ,169.8100 ,114.9500 ,99.7500 ,120.6500 ,115.6600 ,201.3100 ,220.6000 ,153.6300 ,126.2200 ,131.9500 ,120.1200 ,1955.7900 ,513.9900 ,4.2000 ,100.2400 ,0.4100 ,227.8420 ,5.4600 ,6.0100 ,5.7500 ,5.0600 ,5.2900 ,8.1600 ,1.9700 ,87.1000 ,89.8000 ,23.3600 ,115.1956 ,108.6064 ,140.8238 ,175.3078 ,68.9585 ,3.7500 
12.Feb,121.6340 ,124.3240 ,91.4690 ,96.6150 ,95.4740 ,86.4720 ,103.5590 ,105.8890 ,82.8930 ,101.0750 ,100.3680 ,86.3540 ,101.8300 ,100.3680 ,86.3540 ,104.1020 ,102.6210 ,101.8750 ,100.3680 ,86.4190 ,99.0890 ,100.2810 ,4.2000 ,25129.0000 ,24079.0000 ,752.0000 ,227.0000 ,69.0000 ,70.0000 ,84.5000 ,81.7000 ,87.1000 ,80.0000 ,90.0000 ,87.0000 ,86.0000 ,92.0000 ,101.0750 ,86.3880 ,93.7000 ,96.3000 ,79531.2000 ,39950.8000 ,39580.4000 ,433332.4000 ,1762586.9000 ,3.5300 ,3.6600 ,3.4100 ,3.4300 ,3.5500 ,3.8100 ,4.2500 ,3.2500 ,10.0200 ,1123.3500 ,1433.6500 ,1485.9900 ,1774.9000 ,1126.1800 ,1231.1500 ,91.5880 ,84.9890 ,86.7360 ,88.8170 ,95.1320 ,110.2810 ,93.0580 ,87.0100 ,171.0800 ,115.3400 ,100.1500 ,121.1300 ,114.5500 ,200.3000 ,228.8000 ,150.1900 ,125.9500 ,127.4400 ,119.7000 ,2030.2500 ,542.3000 ,4.1000 ,102.2500 ,0.4000 ,228.3290 ,5.3600 ,5.9400 ,5.6300 ,5.0200 ,5.3100 ,8.0500 ,1.9700 ,87.7000 ,90.0000 ,19.4000 ,106.9482 ,68.2251 ,111.4898 ,142.2520 ,38.2381 ,3.7300 
12.Mar,118.1140 ,117.1890 ,92.3480 ,94.6300 ,93.0830 ,87.6450 ,99.2470 ,101.3670 ,82.6390 ,98.5660 ,97.3320 ,87.1610 ,98.6500 ,97.5180 ,87.1610 ,99.2380 ,97.3790 ,98.7200 ,97.6100 ,87.1510 ,99.9470 ,91.7530 ,3.7000 ,25519.0000 ,24566.0000 ,659.0000 ,220.0000 ,74.0000 ,74.0000 ,84.5000 ,81.5000 ,87.3000 ,82.0000 ,91.0000 ,88.0000 ,89.0000 ,93.0000 ,98.5660 ,88.0470 ,92.9000 ,97.9000 ,78770.4000 ,39926.0000 ,38844.4000 ,436939.6000 ,1775796.2000 ,3.5400 ,3.6600 ,3.4700 ,3.5500 ,3.6900 ,3.9500 ,4.3600 ,3.2500 ,10.0900 ,1125.9000 ,1364.0800 ,1487.1300 ,1781.3100 ,1133.7000 ,1232.6500 ,91.6140 ,85.8270 ,86.7610 ,89.0080 ,95.2050 ,111.9470 ,92.4600 ,83.9830 ,175.0200 ,116.2600 ,100.5400 ,122.3900 ,116.8800 ,193.3100 ,241.4000 ,153.6100 ,126.7900 ,120.8700 ,120.5100 ,2014.0400 ,519.5600 ,4.1000 ,106.1900 ,0.4800 ,228.8070 ,5.4700 ,5.9300 ,5.7300 ,5.0000 ,5.2700 ,8.1400 ,2.1700 ,88.1000 ,90.1000 ,17.5600 ,90.9099 ,66.7992 ,84.4741 ,161.7737 ,49.8695 ,3.7200 
12.Apr,120.2430 ,118.7030 ,93.6490 ,94.6220 ,93.3390 ,86.6830 ,102.0070 ,103.9960 ,82.0210 ,99.9600 ,98.6200 ,86.7240 ,99.7710 ,98.5290 ,86.7240 ,104.2880 ,100.8740 ,99.7870 ,98.5290 ,86.7880 ,98.8530 ,101.7810 ,3.5000 ,25959.0000 ,25058.0000 ,608.0000 ,225.0000 ,68.0000 ,68.0000 ,84.5000 ,81.2000 ,87.5000 ,84.0000 ,96.0000 ,91.0000 ,89.0000 ,92.0000 ,99.9600 ,84.8470 ,93.0000 ,91.8000 ,81565.2000 ,40334.8000 ,41230.4000 ,437599.0000 ,1782185.6000 ,3.5400 ,3.6300 ,3.4500 ,3.5000 ,3.6400 ,3.9000 ,4.2500 ,3.2500 ,9.9600 ,1135.5500 ,1393.8700 ,1495.5500 ,1817.5800 ,1144.1000 ,1243.9200 ,91.6050 ,85.5000 ,86.4030 ,88.5340 ,93.8950 ,112.5290 ,92.9220 ,84.3480 ,172.9700 ,116.7800 ,100.6900 ,122.6000 ,118.2300 ,182.6300 ,232.9300 ,156.6400 ,126.4300 ,119.0200 ,121.0200 ,1981.9900 ,478.8900 ,3.9000 ,103.3300 ,0.4500 ,229.1870 ,5.4500 ,5.9000 ,5.6100 ,4.9400 ,5.1000 ,8.1500 ,2.0500 ,88.5000 ,90.2000 ,17.3100 ,97.9321 ,92.1386 ,121.8960 ,100.8617 ,49.8804 ,3.6900 
12.May,121.6990 ,120.4320 ,93.3310 ,96.1270 ,95.2180 ,87.8990 ,101.1230 ,104.5220 ,82.3700 ,101.1810 ,100.1840 ,87.4670 ,100.7390 ,100.1840 ,87.4670 ,118.6050 ,102.7180 ,100.7000 ,100.1840 ,87.5320 ,98.0810 ,99.4380 ,3.1000 ,26243.0000 ,25431.0000 ,513.0000 ,235.0000 ,62.0000 ,64.0000 ,84.4000 ,81.0000 ,87.6000 ,86.0000 ,95.0000 ,91.0000 ,92.0000 ,92.0000 ,101.1810 ,86.9030 ,94.0000 ,94.9000 ,81405.6000 ,40808.0000 ,40597.6000 ,439449.2000 ,1788986.5000 ,3.5400 ,3.6000 ,3.3700 ,3.3800 ,3.4900 ,3.7500 ,4.0100 ,3.2500 ,9.6300 ,1154.2700 ,1447.0800 ,1478.5800 ,1839.5100 ,1144.0000 ,1230.8000 ,91.7690 ,85.3550 ,87.8320 ,89.0080 ,94.0590 ,112.2980 ,93.1930 ,84.3990 ,167.6300 ,116.0200 ,100.7800 ,121.2400 ,117.0700 ,183.7800 ,216.5100 ,162.5200 ,125.3100 ,121.6000 ,120.0200 ,1843.4700 ,471.9400 ,3.8000 ,94.7000 ,0.3800 ,228.7130 ,5.4500 ,5.8700 ,5.6300 ,4.8500 ,5.2200 ,7.9500 ,1.8000 ,88.5000 ,90.4000 ,22.6900 ,102.9952 ,72.9677 ,112.6173 ,95.8672 ,69.1776 ,3.6300 
12.Jun,113.6860 ,113.4050 ,92.6340 ,95.0730 ,94.7910 ,86.4490 ,100.0730 ,103.7850 ,80.9040 ,99.1880 ,99.1720 ,86.1840 ,98.6560 ,99.2650 ,86.1840 ,119.4480 ,105.0490 ,98.6040 ,99.2650 ,86.1730 ,97.2680 ,96.5320 ,3.2000 ,26241.0000 ,25412.0000 ,497.0000 ,276.0000 ,54.0000 ,57.0000 ,84.2000 ,80.6000 ,87.6000 ,83.0000 ,94.0000 ,90.0000 ,88.0000 ,92.0000 ,99.1880 ,83.9060 ,93.5000 ,95.9000 ,81902.9000 ,41209.7000 ,40693.1000 ,440573.9000 ,1798260.0000 ,3.5400 ,3.5700 ,3.2900 ,3.2900 ,3.4100 ,3.6300 ,3.8700 ,3.2500 ,9.4800 ,1165.5100 ,1469.0800 ,1462.2700 ,1812.9800 ,1134.5000 ,1217.4100 ,91.6390 ,84.8830 ,88.4170 ,89.0250 ,94.1970 ,111.0840 ,93.2480 ,84.4160 ,157.9900 ,114.0500 ,100.2500 ,118.3700 ,114.5700 ,185.5200 ,192.3400 ,165.4700 ,122.8800 ,128.7400 ,118.2800 ,1854.0100 ,489.1600 ,3.8000 ,82.4100 ,0.3400 ,228.5240 ,5.3900 ,5.8100 ,5.5700 ,4.7600 ,5.2000 ,7.8900 ,1.6200 ,88.7000 ,90.7000 ,20.0300 ,125.8032 ,139.4917 ,183.9309 ,77.9861 ,91.5864 ,3.6200 
12.Jul,114.7110 ,113.9460 ,92.4060 ,93.4320 ,94.1930 ,85.0110 ,101.3570 ,102.6290 ,79.3620 ,98.5110 ,98.2520 ,84.8320 ,98.2720 ,98.1620 ,84.8320 ,104.7770 ,103.9810 ,98.2660 ,98.1620 ,84.8220 ,98.6020 ,100.9370 ,3.1000 ,26181.0000 ,25378.0000 ,510.0000 ,232.0000 ,58.0000 ,61.0000 ,84.0000 ,80.2000 ,87.5000 ,79.0000 ,90.0000 ,87.0000 ,87.0000 ,92.0000 ,98.5110 ,89.1760 ,94.5000 ,94.9000 ,83148.4000 ,41485.1000 ,41663.3000 ,442623.7000 ,1807382.3000 ,3.3400 ,3.3900 ,3.0200 ,3.0100 ,3.1200 ,3.3000 ,3.6000 ,3.0000 ,9.1800 ,1143.3600 ,1446.3800 ,1406.9600 ,1783.2100 ,1127.0000 ,1171.4000 ,91.4320 ,84.3040 ,88.4080 ,88.6840 ,93.6020 ,109.1360 ,93.4110 ,83.3450 ,158.5600 ,112.2700 ,99.8300 ,116.9100 ,113.2400 ,177.4000 ,198.2900 ,163.9900 ,120.8400 ,129.5700 ,116.6900 ,1881.9900 ,467.6100 ,3.7000 ,87.9300 ,0.2800 ,228.5900 ,5.2600 ,5.7000 ,5.4400 ,4.6400 ,5.1100 ,6.7100 ,1.5300 ,88.7000 ,90.9000 ,20.3200 ,114.9814 ,141.1646 ,151.0297 ,48.5801 ,55.1524 ,3.4000 
12.Aug,111.3590 ,111.8920 ,91.4550 ,93.2230 ,91.1190 ,89.4940 ,99.4820 ,101.3670 ,81.7610 ,96.8090 ,95.7680 ,88.2740 ,96.6950 ,95.5880 ,88.2740 ,99.4660 ,90.8740 ,96.7120 ,95.6800 ,88.2660 ,98.7770 ,99.8130 ,3.0000 ,25891.0000 ,25121.0000 ,475.0000 ,219.0000 ,72.0000 ,76.0000 ,83.7000 ,79.8000 ,87.5000 ,70.0000 ,83.0000 ,82.0000 ,84.0000 ,89.0000 ,96.8090 ,83.6510 ,94.2000 ,92.7000 ,82846.5000 ,41887.0000 ,40959.5000 ,444205.4000 ,1817204.5000 ,3.1900 ,3.2100 ,2.8400 ,2.8300 ,2.9400 ,3.0900 ,3.4000 ,3.0000 ,8.7900 ,1131.6900 ,1438.3500 ,1402.8100 ,1777.8400 ,1138.8200 ,1167.8800 ,91.8550 ,85.3630 ,88.4080 ,88.7000 ,93.5740 ,110.3810 ,93.8090 ,83.8890 ,163.5900 ,112.6900 ,100.2900 ,117.8800 ,114.2900 ,173.9000 ,215.0400 ,163.0000 ,121.0600 ,126.8300 ,116.6800 ,1905.1200 ,508.3500 ,3.6000 ,94.1600 ,0.2500 ,229.9180 ,5.1000 ,5.5000 ,5.2400 ,4.4100 ,5.0300 ,6.2800 ,1.6800 ,88.8000 ,91.0000 ,20.3500 ,105.1851 ,104.1233 ,122.3480 ,71.5313 ,42.6544 ,3.1800 
12.Sep,111.3750 ,111.7840 ,88.2810 ,93.2280 ,94.3640 ,87.8120 ,103.1280 ,108.2020 ,77.7330 ,98.0680 ,98.8960 ,85.8910 ,97.5900 ,98.8970 ,85.8910 ,91.8430 ,95.3400 ,97.6770 ,98.9890 ,85.8040 ,97.8700 ,97.3760 ,2.9000 ,26014.0000 ,25257.0000 ,438.0000 ,230.0000 ,85.0000 ,89.0000 ,83.5000 ,79.4000 ,87.5000 ,72.0000 ,86.0000 ,82.0000 ,81.0000 ,89.0000 ,98.0680 ,88.0980 ,94.3000 ,91.6000 ,83290.3000 ,42299.3000 ,40991.0000 ,443654.8000 ,1816292.4000 ,3.1400 ,3.2000 ,2.8500 ,2.8100 ,2.8900 ,3.0500 ,3.3100 ,3.0000 ,8.6900 ,1124.7800 ,1438.6300 ,1445.9700 ,1810.7400 ,1148.8800 ,1196.4200 ,92.5120 ,88.4780 ,88.4170 ,89.2580 ,93.6660 ,111.4750 ,93.9080 ,85.1820 ,163.5800 ,113.2600 ,100.4500 ,118.4000 ,113.7000 ,170.0500 ,218.6600 ,159.1300 ,122.0100 ,118.9500 ,116.9100 ,1996.2100 ,523.7800 ,3.5000 ,94.7200 ,0.2000 ,231.0150 ,4.9300 ,5.4900 ,5.1700 ,4.2900 ,4.9900 ,6.9400 ,1.7200 ,88.8000 ,91.2000 ,17.2300 ,111.6494 ,114.1173 ,164.3454 ,57.2245 ,90.6219 ,3.1800 
12.Oct,115.1290 ,111.3510 ,90.6670 ,94.3190 ,94.5350 ,87.6150 ,104.7830 ,106.3090 ,80.1810 ,99.9120 ,98.8960 ,86.5280 ,99.4090 ,98.8050 ,86.5280 ,93.4590 ,100.2910 ,99.5150 ,98.8050 ,86.5170 ,99.8830 ,100.9370 ,2.8000 ,26037.0000 ,25315.0000 ,435.0000 ,212.0000 ,72.0000 ,75.0000 ,83.4000 ,79.0000 ,87.5000 ,69.0000 ,84.0000 ,85.0000 ,83.0000 ,90.0000 ,99.9120 ,87.7130 ,93.8000 ,92.0000 ,84099.6000 ,42771.1000 ,41328.5000 ,449550.6000 ,1822915.3000 ,2.9300 ,3.0400 ,2.8100 ,2.7800 ,2.8500 ,2.9700 ,3.3000 ,2.7500 ,8.6800 ,1106.9300 ,1400.8600 ,1435.9500 ,1778.5100 ,1121.7800 ,1187.0300 ,92.3390 ,87.0610 ,88.0180 ,88.7090 ,93.6750 ,111.4250 ,93.9540 ,85.3000 ,157.4600 ,112.4300 ,99.7600 ,116.9500 ,112.3400 ,148.0700 ,210.7300 ,146.4800 ,119.5700 ,114.7700 ,114.4700 ,1912.0600 ,508.3100 ,3.3000 ,89.5700 ,0.1600 ,231.6380 ,4.7600 ,5.2900 ,4.9500 ,4.2300 ,4.9700 ,7.0200 ,1.7500 ,89.0000 ,91.4000 ,18.3700 ,104.2284 ,124.1591 ,138.2952 ,55.3787 ,107.5983 ,3.0800 
12.Nov,111.0270 ,109.6220 ,92.9700 ,97.0500 ,95.1320 ,91.2730 ,106.3230 ,105.8890 ,85.8510 ,100.6340 ,99.2640 ,90.0150 ,100.4330 ,99.0810 ,90.0150 ,91.3100 ,95.2430 ,100.4400 ,99.0810 ,90.0080 ,100.3680 ,103.6550 ,2.8000 ,25896.0000 ,25182.0000 ,417.0000 ,221.0000 ,73.0000 ,76.0000 ,83.3000 ,78.7000 ,87.6000 ,69.0000 ,81.0000 ,81.0000 ,80.0000 ,90.0000 ,100.6340 ,90.2940 ,93.9000 ,92.6000 ,84772.5000 ,43387.9000 ,41384.6000 ,449770.1000 ,1827121.9000 ,2.8500 ,2.9800 ,2.7900 ,2.8000 ,2.8700 ,2.9900 ,3.3200 ,2.7500 ,8.7100 ,1087.5200 ,1344.0400 ,1395.9000 ,1736.6500 ,1090.5700 ,1158.0900 ,92.0110 ,84.9210 ,89.4790 ,88.7590 ,93.7200 ,110.4210 ,94.0350 ,85.0280 ,153.6800 ,111.2300 ,99.1000 ,115.4400 ,109.4100 ,136.7000 ,203.8600 ,140.0900 ,116.5900 ,111.7400 ,111.3000 ,1932.9000 ,499.3700 ,3.2000 ,86.6600 ,0.2000 ,231.2490 ,4.8100 ,5.2100 ,4.9000 ,4.1900 ,4.9300 ,7.0300 ,1.6500 ,89.3000 ,91.6000 ,14.8700 ,104.3454 ,75.9314 ,127.8956 ,76.9646 ,101.6387 ,3.0100 
